ISSUEDATE,CREATEDBYTYPE,JOBTYPE,COUNTLICENSES
2018-03-07 11:20:21,Online,Application,1
2018-03-07 11:55:54,Online,Application,1
2018-03-07 12:15:54,Online,Application,1
2018-03-07 12:23:52,Online,Application,1
2018-03-07 12:39:05,Online,Application,1
2018-03-07 13:51:26,Online,Application,1
2018-03-07 14:06:57,Online,Application,1
2018-03-07 14:28:05,Online,Application,1
2018-03-07 15:18:03,Online,Application,1
2018-03-07 19:09:30,Online,Application,1
2018-03-07 20:23:53,Online,Application,1
2018-03-07 21:28:37,Online,Application,1
2018-03-07 23:52:54,Online,Application,1
2018-03-08 00:00:00,Online,Renewal,61
2018-03-08 00:00:00,Staff,Renewal,690
2018-03-08 01:50:17,Staff,Application,1
2018-03-08 01:50:30,Online,Application,1
2018-03-08 01:50:45,Online,Application,1
2018-03-08 01:50:58,Online,Application,1
2018-03-08 02:11:55,Online,Application,1
2018-03-08 02:12:24,Online,Application,1
2018-03-08 02:12:38,Online,Application,1
2018-03-08 02:12:53,Online,Application,1
2018-03-08 02:13:06,Online,Application,1
2018-03-08 02:13:21,Online,Application,1
2018-03-08 02:13:46,Online,Application,1
2018-03-08 02:14:01,Online,Application,1
2018-03-08 02:14:17,Online,Application,1
2018-03-08 02:14:33,Online,Application,1
2018-03-08 02:14:53,Online,Application,1
2018-03-08 02:15:08,Online,Application,1
2018-03-08 02:15:24,Online,Application,1
2018-03-08 02:15:47,Online,Application,1
2018-03-08 02:16:02,Online,Application,1
2018-03-08 02:16:18,Online,Application,1
2018-03-08 02:16:33,Online,Application,1
2018-03-08 02:16:48,Online,Application,1
2018-03-08 02:17:03,Online,Application,1
2018-03-08 02:17:19,Online,Application,1
2018-03-08 02:17:34,Online,Application,1
2018-03-08 02:17:49,Online,Application,1
2018-03-08 02:18:03,Online,Application,1
2018-03-08 02:18:17,Online,Application,1
2018-03-08 02:18:33,Online,Application,1
2018-03-08 02:18:47,Online,Application,1
2018-03-08 02:19:02,Online,Application,1
2018-03-08 02:19:17,Online,Application,1
2018-03-08 02:19:29,Online,Application,1
2018-03-08 02:19:44,Online,Application,1
2018-03-08 02:20:09,Online,Application,1
2018-03-08 02:20:25,Online,Application,1
2018-03-08 02:20:42,Online,Application,1
2018-03-08 02:20:58,Online,Application,1
2018-03-08 02:21:13,Online,Application,1
2018-03-08 02:21:28,Online,Application,1
2018-03-08 02:21:45,Online,Application,1
2018-03-08 02:22:00,Online,Application,1
2018-03-08 02:22:15,Online,Application,1
2018-03-08 02:22:32,Online,Application,1
2018-03-08 02:22:54,Online,Application,1
2018-03-08 02:23:09,Online,Application,1
2018-03-08 02:23:24,Online,Application,1
2018-03-08 02:23:40,Online,Application,1
2018-03-08 02:23:55,Online,Application,1
2018-03-08 02:24:10,Online,Application,1
2018-03-08 02:24:25,Online,Application,1
2018-03-08 02:24:41,Staff,Application,1
2018-03-08 02:25:32,Online,Application,1
2018-03-08 08:09:55,Online,Application,1
2018-03-08 08:13:26,Online,Application,1
2018-03-08 08:16:04,Online,Application,1
2018-03-08 08:17:09,Online,Application,2
2018-03-08 08:39:12,Online,Application,1
2018-03-08 08:49:43,Online,Application,1
2018-03-08 09:06:04,Online,Application,1
2018-03-08 09:29:05,Staff,Application,1
2018-03-08 10:07:07,Staff,Application,1
2018-03-08 10:11:36,Online,Application,1
2018-03-08 10:16:57,Online,Application,1
2018-03-08 10:39:12,Staff,Application,1
2018-03-08 10:45:58,Online,Application,1
2018-03-08 10:52:23,Online,Application,1
2018-03-08 10:56:32,Online,Application,1
2018-03-08 10:57:56,Online,Application,1
2018-03-08 11:00:16,Online,Application,1
2018-03-08 11:11:02,Online,Application,1
2018-03-08 11:13:16,Online,Application,1
2018-03-08 11:21:39,Staff,Application,1
2018-03-08 11:25:45,Online,Application,1
2018-03-08 11:32:11,Online,Application,1
2018-03-08 11:39:55,Online,Application,1
2018-03-08 11:55:34,Staff,Application,1
2018-03-08 11:57:34,Online,Application,1
2018-03-08 12:06:04,Online,Application,1
2018-03-08 12:07:33,Online,Application,1
2018-03-08 12:14:45,Online,Application,1
2018-03-08 12:26:06,Online,Application,1
2018-03-08 13:06:53,Online,Application,1
2018-03-08 13:07:29,Online,Application,1
2018-03-08 13:19:18,Staff,Application,1
2018-03-08 13:19:37,Staff,Application,1
2018-03-08 13:38:49,Online,Application,1
2018-03-08 13:41:21,Online,Application,1
2018-03-08 13:48:36,Online,Application,1
2018-03-08 13:50:34,Online,Application,1
2018-03-08 14:17:17,Online,Application,1
2018-03-08 14:18:56,Staff,Application,1
2018-03-08 14:25:11,Online,Application,1
2018-03-08 14:29:46,Staff,Application,1
2018-03-08 14:42:06,Online,Application,1
2018-03-08 15:15:04,Online,Application,1
2018-03-08 15:16:27,Online,Application,1
2018-03-08 15:17:48,Staff,Application,1
2018-03-08 15:18:16,Online,Application,1
2018-03-08 15:21:39,Online,Application,1
2018-03-08 15:32:29,Online,Application,1
2018-03-08 15:35:02,Staff,Application,1
2018-03-08 15:35:45,Online,Application,1
2018-03-08 15:36:57,Online,Application,1
2018-03-08 15:56:20,Online,Application,1
2018-03-08 15:56:40,Online,Application,1
2018-03-08 15:59:04,Online,Application,1
2018-03-08 16:04:01,Online,Application,1
2018-03-08 16:17:41,Online,Application,1
2018-03-08 16:22:53,Online,Application,1
2018-03-08 16:46:41,Online,Application,1
2018-03-08 16:55:56,Online,Application,1
2018-03-08 17:00:53,Online,Application,1
2018-03-08 17:27:13,Online,Application,1
2018-03-08 18:29:08,Online,Application,1
2018-03-08 19:08:45,Online,Application,1
2018-03-08 19:09:22,Online,Application,1
2018-03-08 19:22:22,Online,Application,1
2018-03-08 20:39:44,Online,Application,1
2018-03-08 21:23:39,Online,Application,1
2018-03-08 21:31:32,Online,Application,1
2018-03-08 21:39:12,Online,Application,1
2018-03-08 21:43:39,Online,Application,1
2018-03-08 21:51:43,Online,Application,1
2018-03-08 22:04:58,Online,Application,1
2018-03-08 22:06:03,Online,Application,1
2018-03-08 22:11:38,Online,Application,1
2018-03-08 23:06:43,Online,Application,1
2018-03-09 00:00:00,Online,Renewal,43
2018-03-09 00:00:00,Staff,Renewal,462
2018-03-09 00:16:16,Online,Application,1
2018-03-09 01:11:58,Online,Application,1
2018-03-09 07:39:42,Online,Application,1
2018-03-09 08:33:31,Online,Application,1
2018-03-09 08:49:51,Online,Application,1
2018-03-09 09:00:35,Staff,Application,1
2018-03-09 09:19:19,Online,Application,1
2018-03-09 09:58:03,Online,Application,1
2018-03-09 10:12:25,Online,Application,1
2018-03-09 11:05:14,Online,Application,1
2018-03-09 11:11:23,Online,Application,1
2018-03-09 11:20:13,Online,Application,1
2018-03-09 11:30:50,Online,Application,1
2018-03-09 11:31:22,Online,Application,1
2018-03-09 11:32:31,Online,Application,1
2018-03-09 11:52:19,Online,Application,1
2018-03-09 12:02:32,Online,Application,1
2018-03-09 12:02:55,Online,Application,1
2018-03-09 12:17:53,Online,Application,1
2018-03-09 12:25:06,Online,Application,1
2018-03-09 12:25:17,Online,Application,1
2018-03-09 12:25:33,Online,Application,1
2018-03-09 12:50:38,Online,Application,1
2018-03-09 12:58:56,Staff,Application,1
2018-03-09 13:10:26,Online,Application,1
2018-03-09 13:11:42,Staff,Application,1
2018-03-09 13:21:57,Online,Application,1
2018-03-09 13:36:39,Online,Application,1
2018-03-09 13:43:41,Online,Application,1
2018-03-09 13:50:39,Online,Application,1
2018-03-09 13:52:48,Online,Application,1
2018-03-09 13:53:07,Online,Application,1
2018-03-09 13:53:53,Online,Application,1
2018-03-09 14:03:21,Staff,Application,1
2018-03-09 14:03:49,Staff,Application,1
2018-03-09 14:22:27,Online,Application,1
2018-03-09 14:22:40,Staff,Application,1
2018-03-09 14:24:58,Online,Application,1
2018-03-09 14:30:15,Online,Application,1
2018-03-09 14:36:53,Online,Application,1
2018-03-09 14:39:34,Online,Application,1
2018-03-09 14:41:42,Staff,Application,1
2018-03-09 14:46:53,Online,Application,1
2018-03-09 14:51:45,Staff,Application,1
2018-03-09 15:03:41,Online,Application,1
2018-03-09 15:10:42,Staff,Application,1
2018-03-09 15:18:22,Online,Application,1
2018-03-09 15:27:04,Staff,Application,1
2018-03-09 15:29:52,Online,Application,1
2018-03-09 15:48:18,Online,Application,1
2018-03-09 15:58:35,Staff,Application,1
2018-03-09 16:01:39,Staff,Application,1
2018-03-09 16:03:32,Staff,Application,1
2018-03-09 16:19:49,Staff,Application,1
2018-03-09 16:22:16,Online,Application,1
2018-03-09 16:28:09,Online,Application,1
2018-03-09 16:32:51,Staff,Application,1
2018-03-09 16:47:17,Online,Application,1
2018-03-09 17:06:21,Online,Application,1
2018-03-10 00:00:00,Online,Renewal,7
2018-03-10 00:00:00,Staff,Renewal,171
2018-03-10 01:17:52,Online,Application,1
2018-03-10 01:18:05,Online,Application,1
2018-03-10 01:18:18,Online,Application,1
2018-03-10 01:18:28,Online,Application,1
2018-03-10 01:19:53,Staff,Application,1
2018-03-10 01:20:05,Staff,Application,1
2018-03-10 01:20:20,Staff,Application,1
2018-03-10 10:24:59,Online,Application,1
2018-03-10 11:57:52,Online,Application,1
2018-03-10 14:41:41,Online,Application,1
2018-03-10 15:50:05,Online,Application,1
2018-03-10 19:27:46,Online,Application,1
2018-03-11 00:00:00,Online,Renewal,14
2018-03-11 00:00:00,Staff,Renewal,296
2018-03-11 19:19:30,Online,Application,1
2018-03-11 19:20:37,Online,Application,1
2018-03-11 21:28:50,Online,Application,1
2018-03-11 23:00:08,Online,Application,1
2018-03-12 00:00:00,Online,Renewal,38
2018-03-12 00:00:00,Staff,Renewal,451
2018-03-12 08:29:13,Online,Application,1
2018-03-12 08:31:35,Online,Application,1
2018-03-12 08:54:35,Staff,Application,1
2018-03-12 09:12:09,Staff,Application,1
2018-03-12 09:26:21,Online,Application,1
2018-03-12 09:26:59,Online,Application,1
2018-03-12 09:27:59,Staff,Application,1
2018-03-12 09:47:08,Staff,Application,1
2018-03-12 09:47:09,Staff,Application,1
2018-03-12 09:58:22,Online,Application,1
2018-03-12 10:07:47,Online,Application,1
2018-03-12 10:38:42,Online,Application,1
2018-03-12 10:41:15,Staff,Application,1
2018-03-12 10:47:35,Online,Application,1
2018-03-12 10:57:03,Online,Application,1
2018-03-12 10:57:03,Staff,Application,1
2018-03-12 11:07:28,Online,Application,1
2018-03-12 11:31:52,Online,Application,1
2018-03-12 11:37:19,Online,Application,1
2018-03-12 11:51:54,Online,Application,1
2018-03-12 11:53:35,Online,Application,1
2018-03-12 11:57:05,Staff,Application,1
2018-03-12 12:00:05,Online,Application,1
2018-03-12 12:01:15,Staff,Application,1
2018-03-12 12:04:30,Online,Application,1
2018-03-12 12:24:39,Online,Application,2
2018-03-12 12:25:13,Staff,Application,1
2018-03-12 12:33:25,Online,Application,1
2018-03-12 12:33:29,Online,Application,1
2018-03-12 12:33:37,Online,Application,1
2018-03-12 12:33:52,Online,Application,1
2018-03-12 12:34:00,Online,Application,1
2018-03-12 12:34:08,Online,Application,1
2018-03-12 12:37:57,Online,Application,1
2018-03-12 12:38:04,Online,Application,1
2018-03-12 12:38:11,Online,Application,1
2018-03-12 12:38:16,Online,Application,1
2018-03-12 12:47:39,Online,Application,1
2018-03-12 13:01:37,Online,Application,1
2018-03-12 13:02:24,Staff,Application,1
2018-03-12 13:04:13,Staff,Application,1
2018-03-12 13:12:03,Staff,Application,1
2018-03-12 13:13:25,Staff,Application,1
2018-03-12 13:34:03,Online,Application,1
2018-03-12 13:46:26,Online,Application,1
2018-03-12 14:08:57,Online,Application,1
2018-03-12 14:09:11,Online,Application,1
2018-03-12 14:15:17,Online,Application,1
2018-03-12 14:20:21,Staff,Application,1
2018-03-12 14:20:43,Staff,Application,1
2018-03-12 14:35:47,Online,Application,1
2018-03-12 14:36:50,Online,Application,1
2018-03-12 14:45:21,Online,Application,1
2018-03-12 14:50:12,Online,Application,1
2018-03-12 14:51:40,Online,Application,1
2018-03-12 14:52:58,Online,Application,1
2018-03-12 14:56:40,Online,Application,1
2018-03-12 15:02:54,Staff,Application,1
2018-03-12 15:06:36,Online,Application,1
2018-03-12 16:06:04,Online,Application,1
2018-03-12 16:14:30,Online,Application,1
2018-03-12 16:22:20,Staff,Application,1
2018-03-12 16:27:42,Online,Application,1
2018-03-12 16:44:31,Online,Application,1
2018-03-12 17:29:15,Online,Application,1
2018-03-12 18:06:15,Online,Application,1
2018-03-12 18:26:48,Online,Application,1
2018-03-12 18:41:17,Online,Application,1
2018-03-12 18:51:11,Online,Application,1
2018-03-12 20:16:27,Online,Application,1
2018-03-12 21:18:02,Online,Application,1
2018-03-13 00:00:00,Online,Renewal,49
2018-03-13 00:00:00,Staff,Renewal,340
2018-03-13 08:18:51,Online,Application,1
2018-03-13 08:20:31,Online,Application,1
2018-03-13 08:39:41,Staff,Application,1
2018-03-13 08:53:20,Online,Application,1
2018-03-13 08:59:08,Online,Application,1
2018-03-13 09:24:37,Online,Application,1
2018-03-13 09:27:48,Online,Application,1
2018-03-13 09:41:20,Online,Application,1
2018-03-13 09:51:07,Online,Application,1
2018-03-13 10:02:18,Online,Application,1
2018-03-13 10:05:39,Online,Application,1
2018-03-13 10:06:20,Online,Application,1
2018-03-13 10:16:08,Online,Application,1
2018-03-13 10:18:53,Online,Application,1
2018-03-13 10:27:07,Staff,Application,1
2018-03-13 10:28:52,Online,Application,1
2018-03-13 10:35:18,Online,Application,1
2018-03-13 10:35:32,Staff,Application,1
2018-03-13 10:37:59,Online,Application,1
2018-03-13 10:38:30,Online,Application,1
2018-03-13 10:38:40,Online,Application,1
2018-03-13 10:57:05,Online,Application,1
2018-03-13 11:00:32,Online,Application,1
2018-03-13 11:03:15,Online,Application,1
2018-03-13 11:03:21,Online,Application,1
2018-03-13 11:17:08,Online,Application,1
2018-03-13 11:17:17,Online,Application,1
2018-03-13 11:17:49,Online,Application,1
2018-03-13 11:18:54,Online,Application,1
2018-03-13 11:43:27,Online,Application,1
2018-03-13 11:44:06,Staff,Application,1
2018-03-13 11:45:53,Online,Application,1
2018-03-13 11:56:40,Online,Application,1
2018-03-13 11:58:13,Staff,Application,1
2018-03-13 12:13:47,Online,Application,1
2018-03-13 12:15:22,Online,Application,1
2018-03-13 12:15:26,Online,Application,1
2018-03-13 12:17:19,Online,Application,1
2018-03-13 12:26:16,Online,Application,1
2018-03-13 12:44:33,Online,Application,1
2018-03-13 12:46:11,Online,Application,1
2018-03-13 12:49:56,Staff,Application,1
2018-03-13 12:51:10,Staff,Application,1
2018-03-13 13:09:51,Online,Application,1
2018-03-13 13:10:21,Staff,Application,1
2018-03-13 13:19:44,Online,Application,1
2018-03-13 13:22:09,Online,Application,1
2018-03-13 13:23:31,Online,Application,1
2018-03-13 13:46:06,Staff,Application,1
2018-03-13 13:50:58,Online,Application,1
2018-03-13 13:51:37,Online,Application,1
2018-03-13 14:02:24,Staff,Application,1
2018-03-13 14:02:29,Online,Application,1
2018-03-13 14:06:00,Online,Application,1
2018-03-13 14:08:34,Staff,Application,1
2018-03-13 14:18:05,Online,Application,1
2018-03-13 14:23:49,Staff,Application,1
2018-03-13 14:42:39,Staff,Application,1
2018-03-13 14:43:06,Online,Application,1
2018-03-13 14:44:35,Online,Application,1
2018-03-13 14:51:34,Online,Application,1
2018-03-13 15:01:12,Staff,Application,1
2018-03-13 15:09:02,Online,Application,1
2018-03-13 15:16:58,Online,Application,1
2018-03-13 15:35:33,Online,Application,1
2018-03-13 15:36:25,Online,Application,1
2018-03-13 15:41:15,Online,Application,1
2018-03-13 15:44:20,Online,Application,1
2018-03-13 15:44:43,Online,Application,1
2018-03-13 15:46:43,Online,Application,1
2018-03-13 15:48:30,Online,Application,1
2018-03-13 15:52:06,Online,Application,1
2018-03-13 15:55:52,Staff,Application,1
2018-03-13 15:58:00,Online,Application,1
2018-03-13 15:58:41,Staff,Application,1
2018-03-13 15:59:04,Online,Application,1
2018-03-13 16:10:44,Online,Application,1
2018-03-13 16:13:42,Staff,Application,1
2018-03-13 16:22:36,Staff,Application,1
2018-03-13 16:25:34,Online,Application,1
2018-03-13 16:42:42,Online,Application,1
2018-03-13 17:06:58,Online,Application,1
2018-03-13 17:10:35,Online,Application,1
2018-03-13 18:04:06,Online,Application,1
2018-03-13 18:25:45,Online,Application,1
2018-03-14 00:00:00,Online,Renewal,50
2018-03-14 00:00:00,Staff,Renewal,723
2018-03-14 00:14:51,Online,Application,1
2018-03-14 02:10:09,Online,Application,1
2018-03-14 02:10:35,Online,Application,1
2018-03-14 02:11:01,Online,Application,1
2018-03-14 02:14:45,Online,Application,1
2018-03-14 02:14:59,Online,Application,1
2018-03-14 02:15:13,Online,Application,1
2018-03-14 02:15:29,Online,Application,1
2018-03-14 02:15:43,Online,Application,1
2018-03-14 02:16:03,Online,Application,1
2018-03-14 02:16:18,Online,Application,1
2018-03-14 02:16:34,Online,Application,1
2018-03-14 02:17:01,Online,Application,1
2018-03-14 02:17:15,Online,Application,1
2018-03-14 02:17:30,Online,Application,1
2018-03-14 02:17:44,Online,Application,1
2018-03-14 02:17:59,Online,Application,1
2018-03-14 02:18:14,Online,Application,1
2018-03-14 02:18:30,Online,Application,1
2018-03-14 02:31:21,Staff,Application,1
2018-03-14 02:54:18,Online,Application,1
2018-03-14 02:54:41,Online,Application,1
2018-03-14 02:54:58,Online,Application,1
2018-03-14 02:55:12,Online,Application,1
2018-03-14 02:55:28,Online,Application,1
2018-03-14 02:55:43,Online,Application,1
2018-03-14 02:55:59,Online,Application,1
2018-03-14 02:56:13,Online,Application,1
2018-03-14 02:56:27,Online,Application,1
2018-03-14 08:59:41,Staff,Application,1
2018-03-14 09:03:09,Online,Application,1
2018-03-14 09:20:54,Online,Application,1
2018-03-14 09:24:40,Staff,Application,1
2018-03-14 09:38:33,Staff,Application,1
2018-03-14 09:49:56,Staff,Application,1
2018-03-14 09:57:02,Online,Application,1
2018-03-14 09:59:13,Online,Application,1
2018-03-14 10:02:20,Online,Application,1
2018-03-14 10:09:26,Online,Application,1
2018-03-14 10:12:29,Online,Application,1
2018-03-14 10:16:41,Staff,Application,1
2018-03-14 10:29:23,Online,Application,1
2018-03-14 11:01:08,Online,Application,1
2018-03-14 11:15:20,Online,Application,1
2018-03-14 11:22:14,Online,Application,1
2018-03-14 11:25:16,Online,Application,1
2018-03-14 11:31:04,Online,Application,1
2018-03-14 11:38:56,Online,Application,1
2018-03-14 11:41:11,Staff,Application,1
2018-03-14 11:42:57,Online,Application,1
2018-03-14 11:53:06,Online,Application,1
2018-03-14 12:02:43,Online,Application,1
2018-03-14 12:13:00,Online,Application,1
2018-03-14 12:16:38,Online,Application,1
2018-03-14 12:19:50,Online,Application,1
2018-03-14 12:20:57,Online,Application,1
2018-03-14 12:41:34,Online,Application,1
2018-03-14 12:50:37,Staff,Application,1
2018-03-14 12:50:50,Online,Application,1
2018-03-14 12:56:53,Online,Application,1
2018-03-14 12:59:54,Staff,Application,1
2018-03-14 13:12:10,Online,Application,1
2018-03-14 13:13:42,Staff,Application,1
2018-03-14 13:14:22,Online,Application,1
2018-03-14 13:18:13,Online,Application,1
2018-03-14 13:20:34,Online,Application,1
2018-03-14 13:25:49,Online,Application,1
2018-03-14 13:30:15,Online,Application,2
2018-03-14 13:33:36,Staff,Application,1
2018-03-14 13:34:14,Online,Application,1
2018-03-14 13:37:01,Online,Application,1
2018-03-14 13:42:19,Online,Application,1
2018-03-14 13:45:51,Online,Application,1
2018-03-14 13:51:07,Online,Application,1
2018-03-14 13:59:35,Online,Application,1
2018-03-14 14:05:08,Staff,Application,1
2018-03-14 14:27:28,Online,Application,1
2018-03-14 14:35:36,Online,Application,1
2018-03-14 15:08:30,Online,Application,1
2018-03-14 15:15:48,Online,Application,1
2018-03-14 15:17:42,Online,Application,1
2018-03-14 15:18:27,Online,Application,1
2018-03-14 15:21:33,Staff,Application,1
2018-03-14 15:23:07,Online,Application,1
2018-03-14 15:23:51,Online,Application,1
2018-03-14 15:41:08,Online,Application,1
2018-03-14 15:54:08,Online,Application,1
2018-03-14 15:57:03,Online,Application,1
2018-03-14 16:03:00,Online,Application,1
2018-03-14 16:13:18,Online,Application,1
2018-03-14 16:15:42,Online,Application,1
2018-03-14 16:48:52,Online,Application,1
2018-03-14 17:04:29,Online,Application,1
2018-03-14 17:14:33,Online,Application,1
2018-03-14 18:21:36,Staff,Application,1
2018-03-14 18:27:21,Online,Application,1
2018-03-14 18:55:31,Online,Application,1
2018-03-14 19:05:53,Online,Application,1
2018-03-14 19:11:24,Online,Application,1
2018-03-15 00:00:00,Online,Renewal,9
2018-03-15 00:00:00,Staff,Renewal,207
2018-03-15 01:51:42,Online,Application,1
2018-03-15 09:12:38,Online,Application,1
2018-03-15 09:14:09,Online,Application,1
2018-03-15 10:14:14,Online,Application,1
2018-03-15 10:21:12,Online,Application,1
2018-03-15 10:25:55,Staff,Application,1
2018-03-15 10:51:12,Online,Application,1
2018-03-15 13:50:49,Online,Application,1
2018-03-15 14:47:52,Online,Application,1
2018-03-15 14:55:42,Online,Application,1
2018-03-15 15:53:50,Online,Application,1
2018-03-15 16:34:27,Online,Application,1
2018-03-15 19:47:10,Online,Application,1
2018-03-15 20:27:22,Online,Application,1
2018-03-15 22:25:29,Online,Application,1
2018-03-15 22:40:37,Online,Application,1
2018-03-15 22:56:44,Online,Application,1
2018-03-15 23:02:41,Online,Application,1
2018-03-15 23:22:43,Online,Application,1
2018-03-16 00:00:00,Online,Renewal,20
2018-03-16 00:00:00,Staff,Renewal,383
2018-03-16 00:18:35,Online,Application,1
2018-03-16 02:27:24,Online,Application,1
2018-03-16 02:28:05,Online,Application,1
2018-03-16 08:49:34,Online,Application,1
2018-03-16 14:26:41,Online,Application,1
2018-03-16 15:00:02,Online,Application,1
2018-03-16 15:05:50,Online,Application,1
2018-03-16 15:14:28,Online,Application,1
2018-03-16 15:29:49,Online,Application,1
2018-03-16 15:30:50,Online,Application,1
2018-03-16 15:33:17,Online,Application,1
2018-03-16 15:43:27,Online,Application,1
2018-03-16 15:48:49,Online,Application,1
2018-03-16 15:52:33,Online,Application,1
2018-03-16 15:59:44,Online,Application,1
2018-03-16 16:18:08,Online,Application,1
2018-03-16 16:19:00,Online,Application,1
2018-03-16 16:24:04,Online,Application,1
2018-03-16 16:33:49,Online,Application,1
2018-03-16 17:45:23,Online,Application,1
2018-03-17 00:00:00,Online,Renewal,12
2018-03-17 00:00:00,Staff,Renewal,163
2018-03-17 01:57:47,Online,Application,1
2018-03-17 08:26:55,Online,Application,1
2018-03-17 11:18:02,Online,Application,1
2018-03-17 13:29:04,Online,Application,1
2018-03-17 13:43:09,Online,Application,1
2018-03-17 13:56:51,Online,Application,1
2018-03-17 23:26:15,Online,Application,1
2018-03-18 00:00:00,Online,Renewal,13
2018-03-18 00:00:00,Staff,Renewal,334
2018-03-18 01:43:14,Staff,Application,1
2018-03-18 02:27:55,Online,Application,1
2018-03-18 02:30:24,Online,Application,1
2018-03-18 02:53:58,Online,Application,1
2018-03-18 03:03:30,Online,Application,1
2018-03-18 03:04:31,Online,Application,1
2018-03-18 03:07:56,Online,Application,1
2018-03-18 03:08:19,Online,Application,1
2018-03-18 03:10:28,Online,Application,1
2018-03-18 03:10:46,Online,Application,1
2018-03-18 03:11:17,Online,Application,1
2018-03-18 03:12:28,Staff,Application,1
2018-03-18 03:14:19,Online,Application,1
2018-03-18 03:15:56,Online,Application,1
2018-03-18 14:09:57,Online,Application,1
2018-03-18 19:47:31,Online,Application,1
2018-03-19 00:00:00,Online,Renewal,21
2018-03-19 00:00:00,Staff,Renewal,251
2018-03-19 08:22:22,Online,Application,1
2018-03-19 08:23:45,Online,Application,1
2018-03-19 09:01:13,Online,Application,1
2018-03-19 09:22:11,Online,Application,1
2018-03-19 09:22:50,Online,Application,1
2018-03-19 09:44:28,Online,Application,1
2018-03-19 09:46:07,Online,Application,1
2018-03-19 09:56:33,Online,Application,1
2018-03-19 10:02:13,Online,Application,1
2018-03-19 10:03:14,Online,Application,1
2018-03-19 10:05:23,Online,Application,1
2018-03-19 10:51:02,Staff,Application,1
2018-03-19 11:05:38,Online,Application,1
2018-03-19 11:25:01,Online,Application,1
2018-03-19 11:26:17,Online,Application,1
2018-03-19 11:27:01,Online,Application,1
2018-03-19 11:39:31,Staff,Application,1
2018-03-19 11:54:28,Online,Application,1
2018-03-19 12:02:39,Online,Application,1
2018-03-19 12:08:54,Staff,Application,1
2018-03-19 12:23:36,Online,Application,1
2018-03-19 12:30:57,Online,Application,1
2018-03-19 12:31:02,Staff,Application,1
2018-03-19 12:47:16,Online,Application,1
2018-03-19 12:52:17,Online,Application,1
2018-03-19 12:57:00,Staff,Application,1
2018-03-19 13:12:44,Staff,Application,1
2018-03-19 13:13:56,Online,Application,1
2018-03-19 13:24:20,Online,Application,1
2018-03-19 14:01:10,Online,Application,1
2018-03-19 14:02:18,Online,Application,1
2018-03-19 14:09:58,Online,Application,1
2018-03-19 14:12:27,Staff,Application,1
2018-03-19 14:19:38,Online,Application,1
2018-03-19 14:22:00,Staff,Application,1
2018-03-19 14:31:56,Online,Application,1
2018-03-19 14:38:51,Online,Application,1
2018-03-19 14:54:34,Online,Application,1
2018-03-19 15:05:36,Online,Application,1
2018-03-19 15:15:07,Staff,Application,1
2018-03-19 15:17:51,Online,Application,1
2018-03-19 15:18:45,Online,Application,1
2018-03-19 15:25:44,Online,Application,1
2018-03-19 15:28:41,Staff,Application,1
2018-03-19 15:30:01,Online,Application,1
2018-03-19 15:31:59,Online,Application,1
2018-03-19 15:39:59,Online,Application,1
2018-03-19 15:45:59,Online,Application,1
2018-03-19 15:48:53,Online,Application,1
2018-03-19 15:49:19,Online,Application,1
2018-03-19 15:51:35,Online,Application,1
2018-03-19 16:16:44,Online,Application,1
2018-03-19 16:24:02,Online,Application,1
2018-03-19 17:27:34,Online,Application,1
2018-03-19 17:47:31,Online,Application,1
2018-03-19 17:58:39,Online,Application,1
2018-03-20 00:00:00,Online,Renewal,46
2018-03-20 00:00:00,Staff,Renewal,470
2018-03-20 00:08:02,Online,Application,1
2018-03-20 09:10:31,Online,Application,1
2018-03-20 09:14:12,Online,Application,1
2018-03-20 09:23:34,Online,Application,1
2018-03-20 09:32:50,Online,Application,1
2018-03-20 09:33:12,Online,Application,1
2018-03-20 09:37:09,Online,Application,1
2018-03-20 09:59:25,Online,Application,1
2018-03-20 10:00:28,Staff,Application,1
2018-03-20 10:15:40,Online,Application,1
2018-03-20 10:16:55,Online,Application,1
2018-03-20 10:27:39,Online,Application,1
2018-03-20 10:32:04,Online,Application,1
2018-03-20 10:41:31,Online,Application,1
2018-03-20 10:49:18,Online,Application,1
2018-03-20 11:00:01,Staff,Application,1
2018-03-20 11:06:22,Online,Application,1
2018-03-20 11:28:27,Online,Application,1
2018-03-20 11:41:09,Online,Application,1
2018-03-20 11:43:02,Online,Application,1
2018-03-20 11:54:43,Online,Application,1
2018-03-20 12:14:45,Online,Application,1
2018-03-20 12:31:15,Online,Application,1
2018-03-20 12:36:09,Online,Application,1
2018-03-20 12:53:30,Staff,Application,1
2018-03-20 12:54:15,Online,Application,1
2018-03-20 13:01:20,Online,Application,1
2018-03-20 13:13:01,Staff,Application,1
2018-03-20 13:27:13,Online,Application,1
2018-03-20 13:45:48,Online,Application,1
2018-03-20 13:49:08,Online,Application,1
2018-03-20 14:03:31,Staff,Application,1
2018-03-20 14:11:56,Online,Application,1
2018-03-20 14:18:32,Online,Application,1
2018-03-20 14:54:01,Online,Application,1
2018-03-20 15:15:52,Online,Application,1
2018-03-20 15:22:28,Staff,Application,1
2018-03-20 15:33:36,Online,Application,1
2018-03-20 15:38:23,Online,Application,1
2018-03-20 15:47:01,Online,Application,1
2018-03-20 15:56:17,Online,Application,1
